trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_SMC_ICT_00143,synthetic_smc_ict,EURUSD,30m,BUY,order_block_retest,london,sideways,medium,1.33,7.67,3.33,66,0,1,1,1,three_black_crows,bearish,91,usd_bullish,smc_ict,2026-01-02 21:03:00,2026-01-03 01:03:00,1.08744,1.08689,1.08835,1.08927,1.08878,win,2.45,"Synthetic ML row: order_block_retest | three_black_crows | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00189,synthetic_candles,XAUUSD,15m,BUY,fvg_retest,asia,bullish,medium,2.82,17.56,2.3,63,1,0,1,0,harami_bearish,bearish,56,usd_bearish,candlestick,2026-01-03 08:42:00,2026-01-03 09:12:00,2413.09,2411.47,2414.96,2416.83,2414.65,win,0.96,"Synthetic ML row: fvg_retest | harami_bearish | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00205,synthetic_backtest,XAUUSD,30m,BUY,order_block_retest,overlap,bearish,low,2.68,12.25,3.03,50,1,0,0,1,hanging_man,bearish,27,usd_bearish,backtest,2026-01-03 12:38:00,2026-01-03 15:38:00,2298.13,2297.33,2299.35,2300.57,2300.1,win,2.45,"Synthetic ML row: order_block_retest | hanging_man | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00089,synthetic_starter,EURUSD,30m,SELL,support_resistance,london,low_volatility,low,1.03,5.34,1.93,50,0,0,0,0,piercing_line,bullish,38,neutral,booming_bulls_notes,2026-01-02 07:38:00,2026-01-02 08:38:00,1.08968,1.09008,1.08931,1.08893,1.09014,loss,-1.17,"Synthetic ML row: support_resistance | piercing_line | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00044,synthetic_candles,BTCUSD,15m,BUY,support_resistance,new_york,sideways,low,38.35,647.54,1.32,59,1,0,1,0,morning_star,bullish,89,usd_bullish,candlestick,2026-01-01 20:07:00,2026-01-01 21:07:00,66005.33,65582.54,66284.37,66563.4,66550.72,win,1.29,"Synthetic ML row: support_resistance | morning_star | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00101,synthetic_candles,USDJPY,30m,SELL,fvg_retest,london,bullish,low,1.2,21.87,2.12,48,1,1,1,0,piercing_line,bullish,28,neutral,candlestick,2026-01-02 10:24:00,2026-01-02 10:54:00,154.678,154.813,154.535,154.392,154.353,win,2.41,"Synthetic ML row: fvg_retest | piercing_line | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00094,synthetic_mt5_history,EURUSD,15m,BUY,breakout,overlap,high_volatility,medium,1.64,5.87,3.16,61,0,1,1,0,three_black_crows,bearish,59,usd_bearish,mt5_history,2026-01-02 08:35:00,2026-01-02 09:35:00,1.07887,1.07838,1.07965,1.08042,1.07864,loss,-0.47,"Synthetic ML row: breakout | three_black_crows | overlap | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00005,synthetic_candles,BTCUSD,15m,SELL,support_resistance,overlap,bearish,medium,31.79,637.94,2.43,70,1,0,1,1,hanging_man,bearish,44,usd_bearish,candlestick,2026-01-01 10:19:00,2026-01-01 14:19:00,63670.97,64342.77,62854.72,62038.48,64188.26,loss,-0.77,"Synthetic ML row: support_resistance | hanging_man | overlap | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00091,synthetic_starter,GBPUSD,15m,SELL,support_resistance,london,sideways,medium,1.56,11.12,2.0,95,1,0,1,0,outside_bar,neutral,75,usd_bearish,candlestick,2026-01-02 08:02:00,2026-01-02 08:17:00,1.30965,1.31073,1.30858,1.3075,1.30853,win,1.04,"Synthetic ML row: support_resistance | outside_bar | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00134,synthetic_backtest,EURUSD,5m,BUY,order_block_retest,asia,high_volatility,medium,1.59,17.39,1.06,51,0,0,0,1,harami_bullish,bullish,53,neutral,backtest,2026-01-02 18:40:00,2026-01-02 19:25:00,1.10188,1.09949,1.10314,1.1044,1.09954,loss,-0.98,"Synthetic ML row: order_block_retest | harami_bullish | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00049,synthetic_starter,GBPUSD,30m,BUY,trend_follow,new_york,sideways,low,1.84,18.14,1.37,94,0,0,0,1,piercing_line,bullish,43,neutral,backtest,2026-01-01 21:35:00,2026-01-01 23:35:00,1.2483,1.24711,1.24911,1.24993,1.24716,loss,-0.96,"Synthetic ML row: trend_follow | piercing_line | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00162,synthetic_candles,USDJPY,5m,BUY,support_resistance,new_york,bullish,low,1.58,19.38,3.4,86,0,0,1,0,piercing_line,bullish,47,neutral,candlestick,2026-01-03 01:44:00,2026-01-03 01:59:00,157.12,156.997,157.331,157.541,157.311,win,1.54,"Synthetic ML row: support_resistance | piercing_line | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00084,synthetic_starter,USDJPY,15m,SELL,support_resistance,new_york,bullish,low,1.67,12.6,3.5,59,0,1,1,1,evening_star,bearish,92,usd_bullish,none,2026-01-02 06:11:00,2026-01-02 06:26:00,157.304,157.447,157.054,156.805,157.304,breakeven,0.0,"Synthetic ML row: support_resistance | evening_star | new_york | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00204,synthetic_backtest,USDJPY,5m,SELL,liquidity_sweep,asia,bullish,low,1.98,21.91,1.6,95,0,1,0,0,harami_bearish,bearish,64,neutral,backtest,2026-01-03 12:18:00,2026-01-03 15:18:00,155.203,155.363,155.076,154.948,155.28,loss,-0.48,"Synthetic ML row: liquidity_sweep | harami_bearish | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00017,synthetic_candles,EURUSD,15m,SELL,fvg_retest,london,high_volatility,medium,1.14,5.09,3.54,47,0,0,1,1,morning_star,bullish,38,usd_bearish,candlestick,2026-01-01 13:39:00,2026-01-01 15:09:00,1.07835,1.07896,1.07727,1.07619,1.07896,loss,-1.0,"Synthetic ML row: fvg_retest | morning_star | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00027,synthetic_starter,XAUUSD,1h,BUY,reversal,london,sideways,medium,3.87,14.09,2.47,73,1,0,1,1,morning_star,bullish,35,usd_bearish,booming_bulls_notes,2026-01-01 16:08:00,2026-01-01 16:38:00,2413.11,2411.95,2414.54,2415.98,2413.71,win,0.52,"Synthetic ML row: reversal | morning_star | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00126,synthetic_starter,GBPUSD,30m,SELL,trend_follow,overlap,sideways,high,0.83,14.51,3.72,71,1,0,1,1,morning_star,bullish,81,neutral,booming_bulls_notes,2026-01-02 16:46:00,2026-01-02 17:31:00,1.24177,1.24346,1.23862,1.23547,1.23963,win,1.26,"Synthetic ML row: trend_follow | morning_star | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00204,synthetic_candles,XAUUSD,15m,BUY,liquidity_sweep,london,bullish,low,1.75,11.76,3.23,73,1,1,1,1,bullish_engulfing,bullish,38,usd_bullish,candlestick,2026-01-03 12:22:00,2026-01-03 13:52:00,2367.98,2367.15,2369.3,2370.63,2368.72,win,0.91,"Synthetic ML row: liquidity_sweep | bullish_engulfing | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00113,synthetic_mt5_history,GBPUSD,1h,BUY,trend_follow,london,bearish,low,1.9,18.13,2.15,60,0,0,0,1,none,neutral,0,usd_bearish,mt5_history,2026-01-02 13:16:00,2026-01-02 13:31:00,1.30267,1.30153,1.3039,1.30512,1.30437,win,1.49,"Synthetic ML row: trend_follow | none | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00057,synthetic_backtest,GBPUSD,5m,SELL,reversal,asia,bearish,high,2.12,9.04,0.88,64,0,0,0,1,none,neutral,0,usd_bullish,backtest,2026-01-01 23:40:00,2026-01-02 00:10:00,1.27457,1.27523,1.27428,1.27399,1.2726,win,2.98,"Synthetic ML row: reversal | none | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00141,synthetic_backtest,USDJPY,15m,BUY,support_resistance,london,high_volatility,low,1.26,19.28,2.92,82,1,1,0,1,three_white_soldiers,bullish,94,usd_bullish,backtest,2026-01-02 20:24:00,2026-01-03 00:24:00,160.824,160.559,161.212,161.601,160.973,win,0.56,"Synthetic ML row: support_resistance | three_white_soldiers | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00073,synthetic_candles,BTCUSD,1h,SELL,liquidity_sweep,new_york,bearish,medium,20.04,997.46,2.94,74,0,1,1,0,bearish_engulfing,bearish,68,neutral,candlestick,2026-01-02 03:19:00,2026-01-02 07:19:00,65599.94,66574.44,64167.44,62734.93,65200.4,win,0.41,"Synthetic ML row: liquidity_sweep | bearish_engulfing | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00238,synthetic_backtest,XAUUSD,5m,BUY,range_rejection,new_york,high_volatility,low,3.84,23.92,1.26,80,1,0,1,0,harami_bearish,bearish,29,neutral,backtest,2026-01-03 20:49:00,2026-01-04 00:49:00,2409.41,2407.51,2410.6,2411.8,2407.16,loss,-1.18,"Synthetic ML row: range_rejection | harami_bearish | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00090,synthetic_mt5_history,USDJPY,1h,SELL,order_block_retest,new_york,high_volatility,medium,1.44,11.05,3.78,53,1,1,0,1,marubozu_bearish,bearish,86,usd_bullish,mt5_history,2026-01-02 07:55:00,2026-01-02 09:55:00,160.772,160.87,160.587,160.403,160.57,win,2.07,"Synthetic ML row: order_block_retest | marubozu_bearish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00110,synthetic_candles,EURUSD,15m,SELL,breakout,asia,bearish,low,0.67,12.72,2.11,65,0,1,1,1,shooting_star,bearish,45,usd_bearish,candlestick,2026-01-02 12:48:00,2026-01-02 14:48:00,1.1045,1.10546,1.10348,1.10246,1.10341,win,1.13,"Synthetic ML row: breakout | shooting_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00197,synthetic_candles,XAUUSD,5m,SELL,range_rejection,london,bearish,low,2.46,15.7,1.7,83,1,0,0,1,pin_bar_bullish,bullish,65,usd_bullish,candlestick,2026-01-03 10:15:00,2026-01-03 11:00:00,2326.2,2328.07,2324.61,2323.02,2325.41,win,0.42,"Synthetic ML row: range_rejection | pin_bar_bullish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00169,synthetic_candles,EURUSD,1h,SELL,support_resistance,london,bearish,low,0.52,11.51,3.12,76,0,0,0,0,hammer,bullish,67,usd_bearish,candlestick,2026-01-03 03:33:00,2026-01-03 04:03:00,1.07906,1.07979,1.07793,1.0768,1.07995,loss,-1.22,"Synthetic ML row: support_resistance | hammer | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00092,synthetic_smc_ict,BTCUSD,15m,BUY,liquidity_sweep,asia,sideways,high,39.72,881.24,1.24,66,1,1,1,0,shooting_star,bearish,76,usd_bullish,smc_ict,2026-01-02 08:08:00,2026-01-02 12:08:00,63403.86,62691.47,63845.55,64287.24,65177.74,win,2.49,"Synthetic ML row: liquidity_sweep | shooting_star | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00087,synthetic_starter,BTCUSD,30m,SELL,liquidity_sweep,asia,high_volatility,low,60.46,568.21,1.05,55,1,1,1,1,evening_star,bearish,27,neutral,backtest,2026-01-02 07:08:00,2026-01-02 07:53:00,66132.94,66787.21,65789.45,65445.96,65360.91,win,1.18,"Synthetic ML row: liquidity_sweep | evening_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00185,synthetic_candles,EURUSD,5m,BUY,breakout,new_york,bullish,high,0.5,8.91,3.83,78,1,0,0,1,tweezer_top,bearish,63,usd_bearish,candlestick,2026-01-03 07:26:00,2026-01-03 08:26:00,1.09723,1.09623,1.09916,1.10109,1.09933,win,2.08,"Synthetic ML row: breakout | tweezer_top | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00096,synthetic_candles,EURUSD,1h,SELL,fvg_retest,london,bearish,low,1.42,12.24,0.93,65,0,0,1,1,shooting_star,bearish,84,usd_bearish,candlestick,2026-01-02 09:21:00,2026-01-02 13:21:00,1.06715,1.06829,1.06663,1.0661,1.06483,win,2.05,"Synthetic ML row: fvg_retest | shooting_star | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00060,synthetic_smc_ict,XAUUSD,5m,SELL,liquidity_sweep,overlap,bullish,low,3.57,25.57,1.58,89,0,1,0,1,three_black_crows,bearish,91,neutral,smc_ict,2026-01-02 00:17:00,2026-01-02 01:47:00,2292.38,2294.3,2290.86,2289.34,2292.34,breakeven,0.02,"Synthetic ML row: liquidity_sweep | three_black_crows | overlap | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00221,synthetic_candles,BTCUSD,30m,SELL,reversal,asia,bearish,low,41.75,447.41,2.79,51,1,0,1,1,marubozu_bullish,bullish,45,usd_bullish,candlestick,2026-01-03 16:38:00,2026-01-03 17:08:00,65520.75,65969.36,64894.93,64269.12,64883.72,win,1.42,"Synthetic ML row: reversal | marubozu_bullish | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00019,synthetic_smc_ict,BTCUSD,5m,BUY,liquidity_sweep,new_york,high_volatility,low,41.0,617.07,1.2,74,1,1,0,1,tweezer_bottom,bullish,28,usd_bearish,smc_ict,2026-01-01 13:47:00,2026-01-01 14:32:00,66923.0,66191.58,67361.85,67800.7,68020.13,win,1.5,"Synthetic ML row: liquidity_sweep | tweezer_bottom | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00005,synthetic_starter,BTCUSD,30m,SELL,breakout,overlap,bullish,high,71.56,426.56,2.4,56,0,0,0,1,harami_bullish,bullish,68,neutral,booming_bulls_notes,2026-01-01 10:26:00,2026-01-01 11:11:00,65153.58,65675.22,64527.61,63901.64,64141.6,win,1.94,"Synthetic ML row: breakout | harami_bullish | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00085,synthetic_starter,BTCUSD,1h,SELL,liquidity_sweep,asia,bearish,low,57.83,996.48,3.71,51,1,1,0,1,tweezer_top,bearish,93,usd_bullish,booming_bulls_notes,2026-01-02 06:27:00,2026-01-02 06:57:00,64504.9,65426.47,62795.4,61085.89,63445.1,win,1.15,"Synthetic ML row: liquidity_sweep | tweezer_top | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00005,synthetic_backtest,GBPUSD,1h,BUY,trend_follow,london,low_volatility,low,1.62,16.15,3.38,60,1,1,1,0,outside_bar,neutral,48,neutral,backtest,2026-01-01 10:24:00,2026-01-01 10:54:00,1.26179,1.26006,1.26471,1.26764,1.26521,win,1.98,"Synthetic ML row: trend_follow | outside_bar | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00237,synthetic_smc_ict,BTCUSD,15m,SELL,order_block_retest,new_york,high_volatility,medium,49.38,716.62,2.04,93,0,0,1,1,three_black_crows,bearish,40,usd_bullish,smc_ict,2026-01-03 20:30:00,2026-01-03 20:45:00,64697.59,65335.0,64047.44,63397.29,65239.39,loss,-0.85,"Synthetic ML row: order_block_retest | three_black_crows | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00023,synthetic_mt5_history,USDJPY,15m,SELL,order_block_retest,new_york,sideways,low,0.98,15.69,1.17,68,0,0,1,1,bearish_engulfing,bearish,25,usd_bullish,mt5_history,2026-01-01 15:09:00,2026-01-01 17:09:00,153.334,153.55,153.208,153.082,153.319,breakeven,0.07,"Synthetic ML row: order_block_retest | bearish_engulfing | new_york | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00047,synthetic_candles,XAUUSD,1h,BUY,support_resistance,new_york,bullish,medium,3.7,10.46,3.06,85,0,1,1,0,hammer,bullish,57,usd_bearish,candlestick,2026-01-01 20:57:00,2026-01-01 23:57:00,2285.69,2284.58,2287.39,2289.09,2288.01,win,2.09,"Synthetic ML row: support_resistance | hammer | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00006,synthetic_mt5_history,GBPUSD,15m,SELL,order_block_retest,london,bearish,low,1.47,14.3,1.66,92,1,0,0,1,inverted_hammer,bullish,81,usd_bullish,mt5_history,2026-01-01 10:54:00,2026-01-01 14:54:00,1.28545,1.28685,1.28429,1.28313,1.28384,win,1.15,"Synthetic ML row: order_block_retest | inverted_hammer | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00116,synthetic_smc_ict,USDJPY,15m,BUY,fvg_retest,new_york,low_volatility,low,1.53,8.76,2.7,56,1,0,1,1,dark_cloud_cover,bearish,44,usd_bullish,smc_ict,2026-01-02 14:06:00,2026-01-02 14:21:00,156.175,156.111,156.261,156.347,156.235,win,0.95,"Synthetic ML row: fvg_retest | dark_cloud_cover | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00203,synthetic_backtest,EURUSD,5m,SELL,liquidity_sweep,london,low_volatility,low,0.95,14.65,3.13,51,1,1,0,0,inverted_hammer,bullish,34,usd_bearish,backtest,2026-01-03 11:52:00,2026-01-03 12:22:00,1.11246,1.11339,1.111,1.10954,1.11103,win,1.53,"Synthetic ML row: liquidity_sweep | inverted_hammer | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00025,synthetic_mt5_history,BTCUSD,30m,SELL,reversal,london,bearish,low,42.88,919.4,2.81,80,1,0,0,0,tweezer_top,bearish,37,usd_bullish,mt5_history,2026-01-01 15:22:00,2026-01-01 17:22:00,64991.12,66214.08,63272.84,61554.57,63890.44,win,0.9,"Synthetic ML row: reversal | tweezer_top | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00069,synthetic_mt5_history,GBPUSD,15m,SELL,support_resistance,asia,high_volatility,high,0.94,22.02,2.11,84,1,1,1,0,piercing_line,bullish,92,neutral,mt5_history,2026-01-02 02:34:00,2026-01-02 04:34:00,1.30304,1.30442,1.30159,1.30013,1.29961,win,2.49,"Synthetic ML row: support_resistance | piercing_line | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00227,synthetic_candles,XAUUSD,5m,BUY,trend_follow,new_york,sideways,low,3.57,11.42,1.68,57,1,0,0,0,piercing_line,bullish,39,usd_bullish,candlestick,2026-01-03 18:15:00,2026-01-03 21:15:00,2409.55,2408.48,2410.45,2411.35,2411.15,win,1.49,"Synthetic ML row: trend_follow | piercing_line | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00142,synthetic_backtest,EURUSD,30m,BUY,order_block_retest,overlap,bearish,medium,0.7,6.44,1.08,95,1,1,0,1,none,neutral,0,neutral,backtest,2026-01-02 20:35:00,2026-01-02 22:35:00,1.06917,1.06838,1.06959,1.07002,1.07118,win,2.55,"Synthetic ML row: order_block_retest | none | overlap | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00054,synthetic_candles,GBPUSD,5m,SELL,fvg_retest,london,high_volatility,low,1.88,20.22,3.72,73,0,0,1,0,three_black_crows,bearish,63,neutral,candlestick,2026-01-01 22:40:00,2026-01-02 02:40:00,1.29278,1.29484,1.28895,1.28512,1.28881,win,1.93,"Synthetic ML row: fvg_retest | three_black_crows | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00088,synthetic_candles,USDJPY,1h,BUY,liquidity_sweep,london,sideways,low,1.14,6.2,1.9,64,1,1,1,0,harami_bullish,bullish,71,usd_bearish,candlestick,2026-01-02 07:13:00,2026-01-02 11:13:00,154.219,154.142,154.292,154.366,154.128,loss,-1.18,"Synthetic ML row: liquidity_sweep | harami_bullish | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00218,synthetic_smc_ict,GBPUSD,1h,SELL,liquidity_sweep,new_york,bearish,low,1.82,21.49,1.66,56,0,1,1,0,harami_bullish,bullish,40,neutral,smc_ict,2026-01-03 15:56:00,2026-01-03 17:26:00,1.25096,1.25267,1.24953,1.24811,1.25239,loss,-0.84,"Synthetic ML row: liquidity_sweep | harami_bullish | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00145,synthetic_starter,XAUUSD,15m,SELL,reversal,asia,bullish,low,1.6,29.98,1.13,88,1,1,0,1,inside_bar,neutral,43,neutral,booming_bulls_notes,2026-01-02 21:40:00,2026-01-02 23:10:00,2377.2,2379.12,2376.12,2375.04,2373.27,win,2.06,"Synthetic ML row: reversal | inside_bar | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_MT5_HISTORY_00102,synthetic_mt5_history,BTCUSD,1h,SELL,range_rejection,overlap,bullish,low,54.18,290.23,1.86,46,0,0,1,0,piercing_line,bullish,61,usd_bearish,mt5_history,2026-01-02 10:41:00,2026-01-02 11:26:00,66848.92,67221.01,66502.87,66156.83,67031.24,loss,-0.49,"Synthetic ML row: range_rejection | piercing_line | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00127,synthetic_smc_ict,USDJPY,1h,BUY,liquidity_sweep,london,sideways,medium,1.8,21.15,3.78,64,1,1,1,1,inverted_hammer,bullish,38,usd_bearish,smc_ict,2026-01-02 16:51:00,2026-01-02 19:51:00,158.467,158.277,158.826,159.185,158.455,breakeven,-0.06,"Synthetic ML row: liquidity_sweep | inverted_hammer | london | medium news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00133,synthetic_candles,USDJPY,15m,SELL,reversal,asia,sideways,low,1.65,21.11,1.98,52,1,0,0,0,harami_bearish,bearish,90,neutral,candlestick,2026-01-02 18:26:00,2026-01-02 19:56:00,160.802,160.98,160.626,160.45,160.459,win,1.93,"Synthetic ML row: reversal | harami_bearish | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00162,synthetic_backtest,GBPUSD,5m,SELL,reversal,new_york,sideways,low,2.04,9.0,2.04,67,1,0,0,0,three_black_crows,bearish,45,neutral,backtest,2026-01-03 01:31:00,2026-01-03 02:16:00,1.30028,1.30134,1.2992,1.29812,1.2981,win,2.06,"Synthetic ML row: reversal | three_black_crows | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00226,synthetic_candles,XAUUSD,5m,SELL,range_rejection,london,bullish,medium,4.21,25.81,2.82,47,1,0,0,0,dark_cloud_cover,bearish,65,usd_bullish,candlestick,2026-01-03 17:49:00,2026-01-03 18:04:00,2301.83,2304.91,2297.49,2293.15,2305.37,loss,-1.15,"Synthetic ML row: range_rejection | dark_cloud_cover | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00067,synthetic_smc_ict,GBPUSD,30m,SELL,fvg_retest,new_york,sideways,low,1.2,18.52,3.05,61,0,0,1,0,three_black_crows,bearish,52,neutral,smc_ict,2026-01-02 02:10:00,2026-01-02 02:25:00,1.30037,1.30157,1.29854,1.29671,1.2985,win,1.56,"Synthetic ML row: fvg_retest | three_black_crows | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00123,synthetic_smc_ict,EURUSD,30m,BUY,range_rejection,overlap,bearish,low,1.21,6.16,1.46,55,0,0,1,1,dark_cloud_cover,bearish,94,usd_bullish,smc_ict,2026-01-02 15:45:00,2026-01-02 16:00:00,1.0943,1.09359,1.09482,1.09534,1.09433,breakeven,0.04,"Synthetic ML row: range_rejection | dark_cloud_cover | overlap | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00075,synthetic_backtest,EURUSD,15m,BUY,range_rejection,london,bullish,low,1.16,14.01,3.36,70,0,0,0,0,doji,neutral,38,neutral,backtest,2026-01-02 04:13:00,2026-01-02 04:58:00,1.0895,1.08834,1.09144,1.09338,1.08837,loss,-0.98,"Synthetic ML row: range_rejection | doji | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00164,synthetic_smc_ict,USDJPY,30m,BUY,range_rejection,asia,high_volatility,low,1.23,19.05,3.18,90,1,1,1,1,evening_star,bearish,88,usd_bearish,smc_ict,2026-01-03 02:22:00,2026-01-03 03:07:00,151.584,151.35,151.955,152.327,152.287,win,3.01,"Synthetic ML row: range_rejection | evening_star | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_STARTER_00026,synthetic_starter,BTCUSD,5m,SELL,order_block_retest,overlap,bearish,low,76.2,819.76,3.21,51,0,0,0,1,bullish_engulfing,bullish,60,usd_bullish,candlestick,2026-01-01 16:00:00,2026-01-01 16:15:00,64034.67,65091.65,62338.21,60641.76,65324.18,loss,-1.22,"Synthetic ML row: order_block_retest | bullish_engulfing | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00125,synthetic_backtest,GBPUSD,1h,BUY,support_resistance,overlap,bullish,medium,1.9,23.42,0.88,74,0,0,0,0,tweezer_bottom,bullish,65,usd_bullish,backtest,2026-01-02 16:20:00,2026-01-02 16:50:00,1.2451,1.24268,1.24616,1.24723,1.24508,breakeven,-0.01,"Synthetic ML row: support_resistance | tweezer_bottom | overlap | medium news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_BACKTEST_00103,synthetic_backtest,GBPUSD,1h,SELL,fvg_retest,london,sideways,low,1.94,10.94,1.52,45,1,0,1,0,inverted_hammer,bullish,53,usd_bearish,backtest,2026-01-02 11:07:00,2026-01-02 11:22:00,1.237,1.23788,1.23634,1.23568,1.2362,win,0.92,"Synthetic ML row: fvg_retest | inverted_hammer | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00186,synthetic_smc_ict,GBPUSD,30m,SELL,order_block_retest,new_york,sideways,high,2.01,8.96,3.02,48,1,0,1,1,dark_cloud_cover,bearish,62,usd_bullish,smc_ict,2026-01-03 07:42:00,2026-01-03 08:27:00,1.24079,1.24146,1.23979,1.23878,1.24112,loss,-0.49,"Synthetic ML row: order_block_retest | dark_cloud_cover | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00034,synthetic_smc_ict,GBPUSD,1h,BUY,range_rejection,new_york,sideways,low,1.22,14.21,2.77,57,0,1,1,1,hanging_man,bearish,69,usd_bearish,smc_ict,2026-01-01 17:41:00,2026-01-01 18:41:00,1.23718,1.23597,1.23885,1.24052,1.23771,win,0.44,"Synthetic ML row: range_rejection | hanging_man | new_york | low news | win. Use for testing pipeline, not as real edge."
